initial_position,initial_velocity,mass,time,location
696,51,491,72,-21085.440000000002
9148,67,324,73,-12126.39
7822,62,544,75,-15146.75
551,82,921,33,-2089.99
6176,37,639,52,-5176.640000000001
8430,34,305,15,7835.25
8308,81,334,18,8175.16
5230,73,368,85,-24039.75
1161,48,966,99,-42209.91
9247,45,491,87,-24001.79
2390,57,343,3,2516.81
1853,20,11,8,1698.76
4490,28,363,70,-17609.0
3874,97,517,53,-4777.1900000000005
7920,58,223,54,-3265.5600000000013
4102,10,927,12,3514.96
2968,34,642,92,-35462.24
4211,52,378,73,-18158.39
2572,51,479,90,-32609.0
1317,65,260,96,-37693.56
419,72,427,93,-35351.590000000004
8348,60,138,87,-23595.79
9316,44,394,46,950.4400000000005
4950,19,209,15,4130.25
8054,62,568,50,-1121.0
6568,14,168,35,1043.25
750,68,777,84,-28182.96
5817,62,680,24,4476.84
9492,18,733,11,9095.89
8891,29,338,34,4201.04
2969,1,802,53,-10770.19
6617,31,821,98,-37500.64
1006,37,371,26,-1351.1600000000003
9512,38,165,50,-863.0
2971,93,483,70,-14578.0
6363,94,290,87,-22622.79
1533,61,318,74,-20840.16
6746,45,135,26,4596.84
508,29,442,90,-36653.0
7728,58,627,41,1852.289999999999
4988,2,396,70,-18931.0
5148,15,748,13,4513.21
2745,20,553,20,1181.0
1054,49,289,19,212.49
5036,55,560,67,-13319.990000000002
5007,46,521,73,-17800.39
2528,48,619,51,-7794.91
8488,87,425,17,8548.01
6306,86,651,42,1256.7600000000002
3214,76,520,19,2885.49
6246,64,845,44,-443.7600000000002
3987,89,197,91,-28573.71
8181,72,496,87,-22718.79
8214,32,955,59,-6989.709999999999
6875,21,163,9,6666.29
1008,90,310,98,-37327.64
1538,86,853,8,1911.76
7098,21,30,59,-8754.71
6457,3,844,46,-3794.5599999999995
4175,40,441,24,2306.84
8644,82,809,31,6467.49
3949,83,621,63,-10309.79
7322,8,587,49,-4074.91
2260,32,285,43,-5442.59
4423,13,821,19,2897.49
6765,20,487,39,76.88999999999942
4966,62,281,56,-6959.76
8132,1,968,63,-11292.79
8704,17,837,58,-6827.240000000002
3362,11,963,73,-22000.39
2721,48,217,67,-16103.990000000002
1413,15,765,33,-3438.99
610,59,532,33,-2789.99
5453,81,562,5,5735.25
3756,79,271,87,-26534.79
1311,68,436,86,-29155.36
1933,54,172,22,744.56
6199,91,436,8,6612.76
1588,96,474,49,-5496.91
5522,51,682,37,687.21
2093,63,845,60,-11803.0
1497,30,744,17,588.01
6554,99,949,95,-28353.75
663,60,36,78,-24529.440000000002
6602,39,30,92,-31368.239999999998
6910,64,732,22,5941.5599999999995
6917,61,882,92,-29029.239999999998
8689,33,36,30,5260.0
4808,6,79,57,-10802.59
5617,71,680,74,-16016.16
3683,99,382,1,3777.09
840,55,82,93,-36511.590000000004
2311,39,426,44,-5478.76
1252,66,91,42,-4637.24
3309,89,309,69,-13926.510000000002
6724,88,435,36,3528.6399999999994
1383,99,271,69,-15162.510000000002
5757,69,896,25,4413.25
560,71,377,55,-10387.75
8142,4,991,92,-33048.24
4202,42,24,87,-29307.79
9966,76,601,17,9839.01
6251,29,912,7,6213.41
3879,71,426,32,1123.1599999999999
2800,21,644,65,-16579.75
4323,30,167,18,3272.16
7808,55,222,32,4540.16
2752,38,480,39,-3234.1100000000006
5973,84,695,51,-2513.91
3078,49,903,69,-16917.510000000002
8392,10,275,58,-7545.240000000002
3857,82,866,17,3832.01
1614,93,174,87,-27458.79
3548,23,367,67,-16951.99
3330,26,969,51,-8114.91
4362,34,85,86,-29028.36
7518,11,336,67,-13785.990000000002
61,45,302,13,-183.79000000000008
8785,78,916,42,3399.76
4025,43,13,66,-14524.96
2856,97,261,39,-829.1100000000006
9077,26,957,29,5701.69
9500,32,926,5,9537.25
8254,46,996,16,7733.04
4242,18,267,78,-24226.440000000002
1032,80,789,59,-11339.71
735,73,940,32,-1956.8400000000001
2142,54,787,15,1847.25
3318,29,669,63,-14342.79
4901,54,165,56,-7472.76
2170,70,430,85,-27354.75
9203,68,423,39,4386.889999999999
3153,20,519,92,-36565.24
800,71,974,67,-16483.99
8887,72,639,30,6628.0
5221,60,784,23,4003.61
7233,56,41,6,7392.24
3263,33,70,47,-6032.1900000000005
5694,32,146,74,-18825.16
766,76,244,67,-16182.990000000002
8969,51,571,13,8802.21
768,62,739,9,928.29
7975,76,348,92,-26591.239999999998
1975,47,529,27,-335.3900000000003
9970,9,652,45,432.25
5883,57,724,79,-20257.31
7888,10,357,57,-7494.59
3552,35,595,16,2855.04
4719,97,991,24,4218.84
1999,65,940,7,2213.41
7601,65,557,22,6654.5599999999995
1971,76,501,88,-29364.04
6222,27,403,31,2340.49
6203,85,857,50,-1822.0
6989,28,974,67,-13175.990000000002
9787,23,112,46,455.4400000000005
437,60,706,95,-38175.75
3383,26,500,60,-12733.0
4923,92,100,81,-19839.510000000002
5233,91,71,68,-11282.84
9310,8,721,24,6673.84
3867,62,654,75,-19101.75
8813,86,637,5,9120.25
3716,95,511,91,-28298.71
610,65,453,99,-41077.91
2616,43,14,33,-1311.9899999999998
8046,14,557,31,3761.49
5119,79,155,74,-15922.16
8260,44,919,76,-16756.16
5194,5,120,76,-22786.16
3610,92,485,88,-26317.04
9218,1,82,77,-19816.39
4993,55,721,88,-28190.04
8590,79,817,99,-31711.910000000003
665,63,562,1,723.09
3258,49,866,50,-6567.0
4711,9,347,93,-36918.590000000004
4080,18,202,29,472.6899999999996
5289,16,857,10,4958.0
2805,46,385,11,2716.89
6151,92,219,94,-28585.760000000002
9107,77,556,48,1490.3600000000006
273,90,711,12,645.96
4535,98,791,1,4628.09
220,86,829,59,-11797.71
2193,21,621,24,-131.15999999999985
1945,82,899,65,-13469.75
7149,36,35,71,-15046.310000000001
9467,36,168,64,-8340.36
4901,75,596,86,-24963.36
9323,62,555,45,2170.25
9398,38,446,60,-5998.0
27,27,709,49,-10438.91
1288,16,856,92,-38798.24
3713,39,189,57,-10016.59
2511,61,994,7,2697.41
8568,89,193,5,8890.25
297,35,834,70,-21312.0
7140,13,599,44,-1793.7600000000002
9219,92,364,68,-7228.84
1792,22,682,94,-39524.76
3533,13,860,99,-43302.91
4356,27,934,5,4368.25
6936,39,815,97,-35479.19
5901,79,523,37,2102.21
7148,6,830,56,-7913.76
546,24,129,97,-43324.19
4677,64,605,6,4884.24
9978,14,685,92,-30292.239999999998
1227,68,140,13,1281.21
6532,69,433,98,-33861.64
4060,21,171,3,4078.81
9294,95,470,85,-18105.75
5943,60,643,88,-26800.04
2379,72,162,30,120.0
5374,76,425,38,1171.96
1124,63,226,49,-7577.91
2754,16,569,88,-33861.04
9839,58,475,58,-3314.2400000000016
4489,13,966,2,4495.36
7612,64,156,31,4877.49
491,37,257,97,-42118.19
1783,49,711,91,-34417.71
5562,6,985,60,-11754.0
4583,29,608,15,3913.25
320,87,580,16,455.03999999999996
518,72,677,16,413.03999999999996
9233,85,358,70,-8876.0
4593,52,895,63,-11618.79
1562,51,141,63,-14712.79
5980,78,931,22,5319.5599999999995
8881,52,71,39,3440.8899999999994
5208,81,847,59,-7104.709999999999
9508,51,593,21,8413.69
4392,99,341,46,-1443.5599999999995
112,5,207,60,-17264.0
1184,89,930,14,1467.6399999999999
9704,61,20,28,7562.5599999999995
9692,69,808,80,-16212.0
9639,74,30,17,9478.01
6235,74,144,50,-2340.0
8526,75,131,51,-419.90999999999985
1017,12,608,39,-5983.110000000001
9899,91,893,88,-20116.04
9302,96,306,33,7123.01
1976,81,412,6,2285.24
8274,59,126,27,6287.61
2062,92,619,11,2479.89
8169,58,53,46,447.4400000000005
5580,79,352,98,-33833.64
3147,75,768,27,1592.6099999999997
2766,83,670,57,-8455.59
1811,69,134,90,-31750.0
6343,8,861,16,5214.04
5412,12,921,39,-1588.1100000000006
4491,18,566,31,330.4899999999998
6502,22,768,21,4798.6900000000005
9501,45,944,58,-4406.240000000002
3796,93,452,2,3962.36
4701,62,437,58,-8220.240000000002
8255,99,950,22,8056.5599999999995
4047,31,500,55,-9100.75
7249,55,267,61,-7666.110000000001
2314,39,869,40,-3982.0
681,23,229,83,-31234.989999999998
8301,87,151,31,6279.49
7279,59,403,46,-396.5599999999995
6090,8,407,44,-3063.76
3206,86,478,72,-16055.440000000002
2727,99,359,36,-72.36000000000058
148,97,992,69,-16535.510000000002
1555,43,1,27,-863.3900000000003
371,87,386,94,-34835.76
7162,17,258,86,-27690.36
7374,52,912,10,7403.0
5,77,877,19,-304.51
9510,67,754,86,-21042.36
931,65,575,96,-38079.56
1117,47,526,78,-25089.440000000002
756,82,371,60,-12000.0
9583,41,201,88,-24832.04
1816,1,249,86,-34412.36
4209,93,418,74,-15796.16
9285,9,370,5,9207.25
5194,47,912,26,3096.8399999999997
1568,14,95,41,-6111.710000000001
3085,60,810,73,-18700.39
8761,43,834,12,8569.96
9391,15,399,11,8961.89
6035,9,808,84,-27853.96
5376,16,941,51,-6578.91
2889,88,293,24,2172.84
6129,64,299,9,6307.29
3473,12,173,36,-2458.3600000000006
4710,45,933,88,-29353.04
3357,86,534,35,352.25
7618,43,64,17,6930.01
1787,56,913,20,943.0
7527,22,368,40,551.0
4989,20,459,64,-13842.36
6149,88,591,63,-7794.790000000001
5850,87,886,62,-7630.040000000001
1918,55,740,36,-2465.3600000000006
4978,14,114,4,4955.44
6258,65,781,57,-5989.59
1004,35,691,95,-39983.75
3574,82,245,14,3759.64
6802,27,142,69,-14711.510000000002
9164,57,487,45,1786.25
300,94,80,76,-20916.16
2958,41,786,98,-40179.64
3459,57,291,75,-19884.75
8600,17,999,59,-7488.709999999999
6360,6,40,23,3900.61
805,64,20,78,-24075.440000000002
5328,99,60,24,4875.84
1302,77,237,85,-27627.75
8210,56,947,7,8361.41
1563,69,424,81,-25062.510000000002
9457,23,587,5,9449.25
2137,25,407,61,-14608.11
8678,87,931,53,-503.1900000000005
775,60,807,54,-10302.560000000001
14,39,718,11,-151.11
8855,61,371,79,-16969.31
3186,50,928,29,506.6899999999996
178,30,606,73,-23797.39
3148,27,716,75,-22445.75
2975,71,296,71,-16735.31
2538,32,698,29,-663.3100000000004
929,92,903,76,-20439.16
9616,28,499,26,7024.84
9476,72,145,76,-13412.16
5243,70,97,13,5323.21
6352,86,497,27,5094.61
2213,62,706,83,-26465.989999999998
1732,88,721,53,-7396.1900000000005
3347,89,157,9,3750.29
7717,75,519,70,-11092.0
4821,41,761,11,4677.89
3771,63,560,24,2454.84
7748,76,913,39,3243.8899999999994
7734,38,697,34,3350.04
8313,97,592,57,-2110.59
769,78,787,30,-1310.0
6903,93,929,62,-6205.040000000001
8804,69,506,25,7460.25
3805,95,98,59,-7681.709999999999
4775,22,435,60,-11581.0
9359,8,691,7,9174.41
6717,14,808,22,4648.5599999999995
4893,47,602,45,-2934.75
7452,14,635,70,-15627.0
6045,92,476,56,-4200.76
3922,12,138,87,-32197.79
4784,48,952,56,-7925.76
8950,19,714,70,-13779.0
1215,98,374,95,-33787.75
7743,93,565,47,1267.8099999999995
4994,88,576,63,-8949.79
5588,40,901,53,-6084.1900000000005
5596,50,899,53,-5546.1900000000005
6438,37,586,5,6500.25
4211,13,796,87,-31821.79
215,13,847,25,-2528.75
8475,13,421,90,-30126.0
6622,30,211,67,-13408.990000000002
7076,35,973,15,6496.25
5877,31,214,29,2646.6899999999996
4909,18,923,52,-7431.640000000001
1002,3,383,13,211.20999999999992
8134,55,44,75,-15359.75
8008,64,162,78,-16872.440000000002
1428,28,251,82,-29290.840000000004
5871,57,851,28,3617.56
9479,78,171,33,6706.01
8043,70,886,39,3304.8899999999994
8805,11,870,85,-25734.75
5890,26,186,73,-18377.39
5516,59,465,88,-27315.04
4619,14,12,36,-1240.3600000000006
598,26,43,90,-36833.0
1970,21,96,60,-14446.0
3863,66,136,43,-2377.59
8495,22,27,97,-35569.19
5413,19,638,77,-22235.39
4608,57,1,4,4757.44
6236,71,766,57,-5669.59
8436,86,166,80,-16108.0
3284,33,784,57,-10787.59
4517,98,157,7,4962.41
7072,32,983,62,-9818.04
3658,52,75,24,2077.84
7423,6,753,97,-38193.19
4963,92,176,15,5238.25
6651,13,472,52,-5949.640000000001
8317,26,366,90,-29114.0
3595,55,84,68,-15368.84
7600,99,132,23,7279.610000000001
5775,31,50,28,2793.56
9982,46,22,92,-27344.239999999998
2278,23,603,64,-16361.36
8797,36,78,38,3074.96
721,14,711,89,-36925.11
947,71,135,86,-29261.36
7989,29,32,16,7196.04
1014,65,641,4,1195.44
401,79,230,43,-5280.59
3834,99,47,37,775.21
6981,52,305,53,-4055.1900000000005
5484,92,943,46,-673.5599999999995
2526,99,763,8,3003.76
8166,99,709,86,-19634.36
1826,67,198,89,-31103.11
8022,92,640,89,-22682.11
9471,55,109,9,9568.29
1723,64,666,29,-550.3100000000004
7544,77,467,5,7806.25
1327,20,866,28,-1962.44
5193,68,385,16,5024.04
564,88,800,21,246.69000000000005
6592,5,942,76,-21388.16
5369,77,81,21,4820.6900000000005
5357,91,319,43,191.40999999999985
2272,36,577,46,-6461.5599999999995
6764,46,468,83,-23242.989999999998
1305,72,399,94,-35311.76
8527,16,953,9,8273.29
5551,12,352,36,-380.3600000000006
4779,37,938,36,-252.36000000000058
5004,1,217,60,-12612.0
2632,51,150,25,838.25
2121,35,912,36,-2982.3600000000006
6646,88,463,18,6639.16
3729,96,355,32,1773.1599999999999
5004,34,780,17,4163.01
2899,27,166,33,-1556.9899999999998
2299,17,944,19,849.49
8254,38,299,74,-15821.16
6661,61,301,50,-2564.0
336,97,433,54,-8743.560000000001
6639,77,987,30,4530.0
7175,64,471,82,-20591.840000000004
5877,49,82,18,5168.16
7914,19,839,79,-21228.31
6974,38,630,53,-4804.1900000000005
3720,28,71,71,-19043.31
928,47,371,36,-3743.3600000000006
6912,61,387,83,-21849.989999999998
1737,81,780,26,523.8399999999997
2176,44,952,9,2174.29
1136,85,454,73,-18824.39
5825,39,661,14,5408.64
9978,79,949,36,6458.639999999999
4404,16,443,83,-28092.989999999998
6652,4,961,22,4363.5599999999995
7147,6,998,71,-17178.31
6250,83,388,39,2018.8899999999994
4418,28,624,50,-6457.0
3373,84,62,79,-20634.31
2866,62,852,89,-30508.11
4636,39,398,67,-14791.990000000002
3531,33,948,46,-5340.5599999999995
2919,89,588,84,-24249.96
1020,21,71,63,-17144.79
5314,42,605,39,-516.1100000000006
7846,2,997,88,-30001.04
2427,13,743,83,-30318.989999999998
5184,37,761,44,-2693.76
848,43,493,67,-18311.99
8666,12,664,67,-12570.990000000002
7243,55,420,8,7368.76
4131,88,724,30,2352.0
1675,12,75,92,-38779.24
7898,84,662,16,7985.04
2741,97,468,12,3197.96
936,45,592,72,-21277.440000000002
2048,38,104,95,-38654.75
3090,63,435,13,3079.21
111,62,176,44,-6666.76
8132,40,991,38,2561.96
1064,13,836,17,-133.99
8127,44,720,78,-18313.440000000002
114,61,592,96,-39280.56
7932,13,799,69,-14547.510000000002
3160,84,493,77,-19483.39
8480,56,217,67,-9808.990000000002
1113,85,210,80,-23511.0
5716,10,350,91,-34033.71
7456,58,197,94,-30476.760000000002
1408,8,991,29,-2489.3100000000004
9467,79,725,43,3785.41
2249,96,634,37,-920.79
6150,17,919,83,-26263.989999999998
619,22,128,25,-1899.75
8108,12,466,17,6893.01
9682,68,350,15,9597.25
6294,83,83,57,-4927.59
249,85,125,33,-2292.99
3148,3,500,81,-28823.510000000002
7983,43,294,74,-15722.16
2970,47,24,72,-19099.440000000002
9800,23,569,11,9458.89
2584,86,202,34,-167.96000000000004
6829,58,836,25,5210.25
7023,67,640,61,-7160.110000000001
6527,66,566,64,-9360.36
640,72,19,56,-10725.76
9621,23,723,30,5892.0
9286,71,813,66,-7415.959999999999
9540,83,81,14,9739.64
6381,71,273,80,-19363.0
7177,67,547,99,-34312.91
8116,90,795,30,6397.0
3875,84,833,62,-9791.04
9957,97,815,23,9590.61
4106,39,354,30,857.0
235,54,117,63,-15850.79
3660,79,66,42,-1683.2399999999998
8227,51,752,12,8131.96
718,91,63,58,-10521.240000000002
9715,85,207,82,-16329.840000000004
4200,2,478,62,-14550.04
6072,46,275,65,-11682.75
3523,55,851,40,-2133.0
284,15,19,98,-45401.64
5276,67,459,13,5317.21
2451,73,719,64,-12988.36
9192,95,171,95,-26095.75
681,75,937,62,-13543.04
3934,69,51,69,-14681.510000000002
517,40,862,74,-23410.16
1916,95,453,95,-33371.75
6313,4,416,11,5762.89
4805,90,2,97,-32663.190000000002
8647,92,474,81,-16115.510000000002
7694,85,361,9,8061.29
2428,5,98,75,-24815.75
4265,23,251,98,-40636.64
1282,87,51,47,-5475.1900000000005
1430,49,760,71,-19842.31
6919,32,16,62,-9971.04
3778,28,735,44,-4495.76
8655,48,315,41,2369.289999999999
3944,39,242,25,1850.25
8537,53,46,43,1737.4099999999999
8322,31,311,29,5091.69
3736,74,777,15,3741.25
5016,34,79,42,-2217.24
5522,42,419,2,5586.36
1549,63,917,30,-980.0
2056,9,440,86,-33484.36
3438,83,972,33,830.0100000000002
8648,8,518,3,8627.81
7853,96,840,61,-4561.110000000001
5921,29,851,73,-18127.39
6558,76,936,88,-24777.04
8483,98,824,96,-27359.559999999998
5530,43,410,21,4267.6900000000005
9000,45,401,23,7437.610000000001
192,47,87,87,-32882.79
5318,5,192,45,-4399.75
2043,72,859,41,-3258.710000000001
9469,46,418,43,2368.41
3618,50,263,8,3703.76
2728,57,995,35,-1291.75
5670,14,607,65,-14164.75
2891,27,537,95,-38856.75
4209,96,26,36,1301.6399999999994
8121,64,735,82,-19645.840000000004
2608,52,605,35,-1586.75
7761,59,636,30,5112.0
1672,20,339,19,279.49
449,30,394,57,-13793.59
1552,57,159,87,-30652.79
8007,33,64,28,5081.5599999999995
2750,79,284,58,-9185.240000000002
5688,78,153,8,5997.76
3755,18,224,98,-41636.64
5926,75,735,69,-12275.510000000002
1069,80,22,71,-18002.31
6603,46,260,93,-31585.590000000004
9719,39,426,33,5659.01
4745,75,988,10,5004.0
1603,50,11,66,-16484.96
3501,91,751,34,919.04
9128,36,843,87,-24903.79
4708,44,171,78,-21732.440000000002
9296,60,963,3,9431.81
2491,36,699,74,-21732.16
4626,84,113,81,-20784.510000000002
3992,6,734,84,-30148.96
6673,27,156,68,-14194.84
5776,90,587,23,5248.610000000001
1418,43,611,47,-7407.1900000000005
8094,79,202,87,-22196.79
6438,15,386,7,6302.41
8121,25,623,63,-9791.79
2217,93,61,91,-29979.71
5690,96,716,76,-15374.16
7224,14,482,18,5885.16
4603,51,648,55,-7444.75
7177,75,487,12,7369.96
7184,13,364,75,-19459.75
3600,36,96,54,-8773.560000000001
3524,94,744,77,-18349.39
1577,22,105,28,-1656.44
898,84,803,78,-22422.440000000002
7141,73,365,17,6963.01
5144,45,695,45,-2773.75
5421,95,630,17,5617.01
9774,78,788,49,1807.0900000000001
4673,91,886,9,5094.29
111,54,140,14,-95.36000000000001
7512,83,767,58,-4191.240000000002
9605,86,333,68,-7250.84
8749,49,432,47,205.8099999999995
6044,24,109,21,4382.6900000000005
6802,45,522,1,6842.09
6327,81,831,54,-3616.5600000000013
5347,41,43,33,1353.0100000000002
4298,62,913,75,-18670.75
7069,38,593,68,-13050.84
1531,21,825,5,1513.25
4304,43,413,88,-29935.04
280,62,578,67,-17606.99
3152,64,349,13,3154.21
3034,59,51,40,-2462.0
1418,56,143,52,-8946.640000000001
8698,49,926,14,8421.64
9862,13,644,21,7969.6900000000005
9387,69,41,73,-11741.39
5811,16,528,10,5480.0
9707,53,764,62,-5881.040000000001
428,70,22,16,291.03999999999996
7285,14,574,19,5778.49
9658,87,122,78,-13428.440000000002
7035,28,370,3,7074.81
4700,60,725,50,-4575.0
692,11,820,31,-3685.51
6375,43,850,49,-3306.91
9608,86,655,4,9873.44
1019,35,799,4,1080.44
3758,74,501,63,-11067.79
5569,10,395,14,4746.64
7390,85,241,65,-7829.75
8678,45,162,96,-32252.559999999998
4543,21,820,88,-31632.04
2511,95,841,62,-10473.04
1075,19,861,25,-1518.75
9774,18,841,91,-29247.71
4820,83,637,98,-34201.64
6379,20,182,54,-6858.560000000001
9278,2,687,31,4621.49
8973,23,547,28,5767.5599999999995
3597,21,572,11,3233.89
9008,68,185,30,6629.0
9197,94,212,10,9646.0
6437,78,8,47,-743.1900000000005
615,22,527,83,-31383.989999999998
1920,17,708,85,-32109.75
7783,50,902,22,6506.5599999999995
6317,20,584,28,3027.56
2107,11,95,78,-26907.440000000002
3101,91,119,91,-29277.71
1083,44,643,32,-2536.84
3376,85,760,1,3456.09
5497,10,651,98,-40678.64
5695,99,952,68,-10276.84
6548,86,53,4,6813.44
9467,58,638,80,-17317.0
2032,10,214,13,1332.21
1199,94,315,14,1552.6399999999999
3237,9,833,46,-6738.5599999999995
8076,14,746,8,7873.76
9114,56,659,38,4151.96
660,74,483,33,-2244.99
3450,45,165,54,-8437.560000000001
7209,94,453,42,2495.76
1899,91,618,27,776.6099999999997
4949,38,826,18,4042.16
937,12,618,18,-437.84000000000015
3857,51,8,46,-4186.5599999999995
9524,13,543,4,9497.44
2437,5,214,83,-30972.989999999998
3515,50,67,5,3642.25
3668,37,970,18,2743.16
6644,28,2,99,-38706.91
1121,96,703,62,-11801.04
7978,81,564,59,-4334.709999999999
2556,89,581,24,1863.8400000000001
7899,71,786,31,5381.49
1040,21,938,27,-1972.3900000000003
2073,13,40,84,-31479.96
9123,17,751,43,775.4099999999999
6208,17,660,80,-23856.0
2265,32,67,29,-936.3100000000004
1298,75,561,10,1557.0
5346,79,481,13,5543.21
6764,27,765,24,4583.84
3359,62,712,74,-18940.16
6232,12,204,36,300.6399999999994
9518,74,821,72,-10607.440000000002
2441,4,882,65,-18043.75
3219,6,757,94,-39601.76
9102,48,340,28,6596.5599999999995
9727,88,204,32,7515.16
5550,96,255,60,-6366.0
598,38,970,99,-43762.91
8004,40,551,88,-26499.04
9440,46,752,77,-16129.39
1059,70,972,53,-9023.19
2743,72,467,66,-13892.96
1251,70,917,4,1452.44
1437,2,552,44,-7980.76
5584,97,959,33,3438.01
801,81,411,53,-8698.19
7770,81,616,86,-21578.36
4360,18,464,9,4124.29
1530,24,498,81,-28740.510000000002
3638,2,584,81,-28414.510000000002
2837,15,215,43,-5596.59
6527,87,175,91,-26215.71
4217,99,293,70,-12912.0
3537,87,790,78,-19549.440000000002
774,5,676,14,-118.36000000000001
